嘉兴众道商务咨询有限公司上海,合资,少于50人,2022-11-29 05:26:05,PLC工程师,镇江,"['5-7年', '大专', '电气', '五险一金', '年终奖金', '带薪年假', '节日福利', '绩效奖金', '专业培训']",1.3-2万,https://jobs.51job.com/all/coVjNXNwdtDzcObABnUTM.html
苏州诚拓智能装备,民营,50-150人,2023-03-07 11:18:29,PLC电气工程师,苏州·吴中区,"['3-4年', '大专', '电气', 'PLC', '电气设计', '年终奖金', '定期体检', '双休', '绩效奖金']",1.5-3万,https://jobs.51job.com/all/coUTFTNQVgU2lRPAxtXDk.html
南京南方联成汽车零部件,外资（非欧美）,500-1000人,2023-03-24 10:33:11,PLC工程师,南京·江宁区,"['3-4年', '本科', '五险一金', '包吃', '包住宿', '绩效奖金', '全勤奖', '节日福利', '带薪年假']",5千-1万·13薪,https://jobs.51job.com/all/coUjYBZlM4Um0EYlQ_BWY.html
比斯弗智能科技（苏州）,外资（欧美）,,2023-04-11 10:00:14,PLC编程电气工程师,昆山,"['1年', '大专', '机电', '电工', '软件', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '季度奖金', '五险一金']",8千-1.5万,https://jobs.51job.com/all/coVjcFYlE0VWsHYwZiAm8.html
苏州智程半导体科技,民营,150-500人,2023-03-25 08:00:13,软件工程师PLC,昆山,"['3-4年', '本科', 'plc', '五险一金', '员工旅游', '定期体检', '餐饮补贴', '交通补贴', '通讯补贴', '绩效奖金', '年终奖金', '股票期权']",1.2-1.8万,https://jobs.51job.com/all/coCG1QMlQyADkDbw1tAG0.html
苏州科大环境发展,民营,50-150人,2023-03-14 10:23:17,电气工程师PLC,苏州·工业园区,"['2年', '大专', '员工旅游', '餐饮补贴', '定期体检', '年终奖金', '免费班车']",5-8千,https://jobs.51job.com/all/coAGUAYgRnVW8GYFYyUDM.html
才纳孚沃智能科技（苏州）,民营,少于50人,2023-03-30 21:00:10,PLC工程师,昆山,"['5-7年', '本科', '机电', '电气', 'PLC', '电气工程师', '电子', '工程师', '触摸屏', '电路', '软件', '五险一金', '年终奖金', '专业培训', '定期体检', '餐饮补贴', '通讯补贴']",1.5-1.8万,https://jobs.51job.com/all/coAmNdPVYzBD0BZQZnUzI.html
傲拓科技,民营,50-150人,2023-04-10 08:00:19,技术支持工程师（PLC）,南京·雨花台区,"['2年', '本科', '自控', 'cad', '机器人']",8千-1.5万,https://jobs.51job.com/all/coB2NWN1E2BzwOawZhB2c.html
江苏才道精密仪器,民营,50-150人,2023-02-03 11:28:16,PLC工程师,昆山,"['2年', '本科', 'plc', 'plc编程', '电气自动化', '电气设计', '电气工程师', '五险一金', '绩效奖金', '年终奖金', '通讯补贴']",1.5-2万,https://jobs.51job.com/all/coAmAHYVYwU2xWO1A3AmI.html
苏州润科电气科技,民营,50-150人,2023-02-21 14:00:42,PLC编程调试工程师,苏州·高新区,"['3-4年', '大专', '电气', '电路', '五险一金', '年终奖金']",8千-1.2万,https://jobs.51job.com/all/coB2dSNVc0VGxSMwxuVjo.html
苏州斯旺西智能装备科技,民营,50-150人,2022-10-18 09:25:23,PLC工程师,苏州·工业园区,"['3-4年', '大专', 'plc', '电气', '电气工程师', '电气设计', '电气自动化', 'plc编程', '五险一金', '员工旅游', '年终奖金', '定期体检']",1.5-2.5万,https://jobs.51job.com/all/coAWRcMFc9BTJRMgNjAm8.html
帝尔激光科技（无锡）,已上市,500-1000人,2023-03-23 15:21:17,PLC工程师 (MJ000208),无锡,"['2年', '本科', '五险一金', '员工旅游', '年终奖金', '带薪年假', '节日福利']",7千-1.3万·14薪,https://jobs.51job.com/all/coBWYFZVQ2ADsFZgBjBmE.html
孚能科技,外资（欧美）,1000-5000人,2023-02-11 14:00:18,PLC工程师,镇江·京口区,"['3-4年', '大专', '电气工程师', 'plc', '五险一金', '免费班车', '专业培训', '年终奖金']",1-1.8万,https://jobs.51job.com/all/coVTFTMlM2VGsHZlQ0XD8.html
