Alten China Limited,外资（欧美）,500-1000人,2023-03-04 11:00:13,PLC工程师（上市外企/六险一金）,常熟,"['5-7年', '大专', '五险一金', '补充医疗保险', '年终奖金']",1.4-2万·13薪,https://jobs.51job.com/all/coUjZUNF47UmUHYgNkXTg.html
重庆嘉瑞智建科技,民营,少于50人,2023-03-31 15:03:25,PLC电气工程师,重庆,"['5-7年', '本科', '餐饮补贴', '绩效奖金', '年终奖金']",9千-1.4万,https://jobs.51job.com/all/coAWAAY1c1UmkCYVM2VDM.html
依柯力信息科技（上海）,民营,150-500人,2023-02-28 15:02:42,工控自动化（PLC及组态）工程师,重庆·江北区,"['1年', '本科', 'PLC', 'Wincc', '自动化', '工控', '电气', '五险一金', '补充医疗保险', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '股票期权', '弹性工作', '提供宿舍']",6千-1.2万,https://jobs.51job.com/all/coCWxUN189VGNSNAZiBmQ.html
重庆惠科金渝光电科技,民营,1000-5000人,2023-02-20 17:00:15,自动化PLC工程师,重庆·巴南区,"['3-4年', '本科', '自动化', 'PLC', '五险一金', '免费班车', '餐饮补贴', '包吃包住', '定期体检', '绩效奖金', '年终奖金', '13薪']",8千-1.6万·13薪,https://jobs.51job.com/all/coCGgBbVU_VG9SNARlVDg.html
成都市龙泉驿区齐盛机械厂,民营,50-150人,2023-02-12 13:00:19,PLC电气工程师,成都·龙泉驿区,"['2年', '本科', '电气', '全勤奖', '五险一金', '餐饮补贴', '通讯补贴']",6-8千,https://jobs.51job.com/all/coB2NXO147ADtTMlMyVzo.html
四川天启智能科技,民营,少于50人,2023-02-27 09:00:15,PLC培训讲师,成都·金牛区,"['3-4年', '本科', 'plc', '电气系统', 'eplan', '培训', '五险一金', '专业培训', '绩效奖金', '定期体检']",8千-1.6万,https://jobs.51job.com/all/coAWBRNARuBjtRPQ1uVTQ.html
安徽力劲科技,外资（非欧美）,1000-5000人,2023-02-26 16:00:13,PLC编程电气工程师（cnc）,深圳·龙华区,"['3-4年', '大专', '五险一金', '免费吃住', '绩效奖金', '专业培训', '年终奖金']",1-2万,https://jobs.51job.com/all/coCGlTNwJgVm0FZwxmAmI.html
四川诚邦浩然测控技术,民营,50-150人,2023-02-26 08:00:15,PLC电气工程师,成都·龙泉驿区,"['2年', '本科', '电气', '机电', '自动化设备', '变频器应用', '西门子PLC', '测试设备', '五险一金', '免费班车', '餐饮补贴', '绩效奖金', '定期体检']",10-20万/年,https://jobs.51job.com/all/coUzRUMlIwUmwEYQRkBmI.html
重庆中科辛瑞智能装备,民营,少于50人,2023-03-22 11:51:45,PLC电气工程师,重庆·沙坪坝区,"['2年', '大专', '五险一金', '年终奖金', '员工旅游', '团建活动', '补贴补助', '年假', '绩效奖金']",7-8千,https://jobs.51job.com/all/coA2JTMVM5VWxRMAdtAmc.html
重庆齐泊智能停车设备,民营,,2023-03-31 09:16:56,自动化电气工程师（PLC）,重庆·南岸区,"['3-4年', '本科', '五险', '餐饮补贴', '年终奖金', '周末双休', '提供住宿', '绩效奖金']",8千-1.2万,https://jobs.51job.com/all/coCWhQNAdkVGJRNlc9UTU.html
民航成都电子技术,国企,1000-5000人,2023-02-08 10:24:49,机电PLC调试工程师,成都,"['无需经验', '大专', '机电', 'PLC', '机场', '定期体检', '绩效奖金', '年终奖金', '节日福利', '带薪年假', '加班补贴', '六险一金', '餐饮补贴', '专业培训', '团建活动']",1.5-1.7万,https://jobs.51job.com/all/coBmMCY1QyBzAOawFnUDI.html
成都三是科技,民营,50-150人,2023-02-21 17:00:18,PLC电气工程师（武侯、郫都区）,成都·郫都区,"['3-4年', '本科', 'plc', '电气', '自动化', '电气设计', '电气自动化', '西门子', '运动控制', '非标自动化', '编程', '硬件选型', '五险一金', '通讯补贴', '绩效奖金', '住宿', '节日福利']",6-9千,https://jobs.51job.com/all/coBGcGYgNlAToFZlM1BWA.html
成都天元模具技术,民营,50-150人,2023-02-21 15:00:20,电气工程师-PLC方面,成都·郫都区,"['3-4年', '大专', '自动化', '电气', '工程师', '五险一金', '补充公积金', '员工旅游', '餐饮补贴', '弹性工作', '定期体检', '绩效奖金', '年终奖金', '通讯补贴']",6-8千,https://jobs.51job.com/all/coUTJVN14_AjpWO1Q-VTk.html
重庆亿利畅自动化设备,民营,50-150人,2023-02-19 08:00:13,高级PLC电气调试工程师,重庆·渝北区,"['3-4年', '本科', '带薪年假', '五险一金', '绩效奖金', '节日福利', '交通补贴', '餐饮补贴', '年终奖金']",1-1.5万,https://jobs.51job.com/all/coVDdTMlM5BDsFaQdlVjY.html
重庆梦马致新科技,民营,50-150人,2023-02-18 16:00:18,水下机器人PLC系统工程师,重庆·南岸区,"['2年', '本科', '交通补贴', '专业培训', '五险', '绩效奖金']",1.2-1.5万,https://jobs.51job.com/all/coVDRWNFI1BDIEZgFnB2I.html
